"cne","filiere","niveau","noteS1","noteS2","noteS3","noteS4","noteS5","noteS6"
"3078","Indus","3","20","20","15","19","17","9"
"3079","Civil","2","19","19","15","16","19","16"
"3080","Info","2","9","19","17","17","11","10"
"3081","Civil","2","10","13","13","10","16","9"
"3082","Indus","2","9","16","10","19","14","13"
"3083","Indus","1","18","14","13","19","9","18"
"3084","Finance","2","19","9","15","10","15","20"
"3085","Finance","2","11","18","18","17","9","13"
"3086","Indus","2","12","12","19","9","11","9"
"3087","Info","3","14","13","11","17","13","13"
"3088","Electrique","1","19","10","16","13","17","12"
"3089","Finance","2","12","14","11","11","14","16"
"3090","Civil","1","20","20","9","14","17","13"
"3091","Finance","1","20","19","14","19","19","11"
"3092","Electrique","3","11","10","13","11","18","9"
"3093","Finance","3","15","9","15","15","9","10"
"3094","Indus","1","15","11","15","12","16","19"
"3095","Finance","1","14","19","11","16","11","11"
"3096","Electrique","1","18","20","14","13","19","11"
"3097","Indus","2","11","13","16","9","13","9"
"3098","Info","1","17","15","20","13","19","18"
"3099","Finance","3","10","14","19","12","13","20"
"3100","Electrique","1","20","17","15","11","12","14"
"3101","Indus","3","12","16","19","16","18","12"
"3102","Civil","3","12","11","12","16","17","15"
"3103","Electrique","2","15","12","13","18","20","9"
"3104","Indus","1","19","15","11","14","11","13"
"3105","Electrique","2","15","16","13","12","15","16"
"3106","Civil","3","20","9","17","12","20","15"
"3107","Indus","1","18","14","10","17","18","20"
"3108","Civil","1","15","10","19","18","17","18"
"3109","Civil","3","18","13","9","20","10","20"
"3110","Electrique","2","19","9","16","17","14","20"
"3111","Finance","1","10","12","20","19","19","14"
"3112","Finance","2","12","18","12","12","17","13"
"3113","Finance","3","14","19","15","11","12","10"
"3114","Finance","3","18","15","17","19","17","11"
"3115","Civil","1","13","9","20","20","16","18"
"3116","Finance","3","11","14","10","11","19","16"
"3117","Civil","1","11","13","20","19","12","20"
"3118","Electrique","3","17","13","11","10","13","13"
"3119","Indus","3","15","16","10","16","14","9"
"3120","Finance","1","16","11","13","18","19","11"
"3121","Indus","2","9","17","15","13","15","17"
"3122","Indus","3","19","13","11","15","15","16"
"3123","Electrique","2","16","12","15","17","17","12"
"3124","Electrique","3","9","13","9","17","10","12"
"3125","Civil","1","11","11","10","19","15","15"
"3126","Indus","1","18","10","14","9","17","9"
"3127","Info","2","16","14","9","12","15","12"
"3128","Info","2","13","9","15","15","15","11"
"3129","Civil","3","14","18","17","20","20","12"
"3130","Civil","2","14","15","20","16","17","16"
"3131","Finance","3","16","10","10","11","12","11"
"3132","Info","2","16","16","10","9","18","17"
"3133","Finance","2","14","20","17","12","19","20"
"3134","Civil","2","11","16","13","11","9","17"
"3135","Indus","3","11","17","14","18","17","13"
"3136","Indus","2","20","19","9","14","15","12"
"3137","Electrique","3","17","20","14","9","10","16"
"3138","Civil","2","12","20","10","10","15","17"
"3139","Indus","2","15","19","17","14","12","18"
"3140","Indus","3","20","15","19","20","9","10"
"3141","Info","3","14","19","12","20","10","19"
"3142","Civil","1","20","13","16","9","15","19"
"3143","Electrique","3","19","10","20","19","17","19"
"3144","Finance","1","20","16","13","20","14","19"
"3145","Civil","3","15","18","13","13","18","14"
"3146","Civil","2","13","11","10","17","12","12"
"3147","Finance","1","19","20","19","12","13","18"
"3148","Finance","3","15","19","16","19","20","15"
"3149","Electrique","2","13","13","16","19","17","13"
"3150","Electrique","3","15","10","16","15","10","19"
"3151","Electrique","3","19","12","11","16","11","20"
"3152","Electrique","3","14","17","20","9","15","19"
"3153","Electrique","3","10","14","17","20","10","13"
"3154","Civil","1","19","20","10","14","15","11"
"3155","Electrique","2","17","9","10","13","20","10"
"3156","Finance","2","14","14","16","19","10","18"
"3157","Indus","2","15","14","19","12","20","10"
"3158","Finance","3","18","10","17","17","18","15"
"3159","Indus","2","11","12","17","20","18","18"
"3160","Info","2","10","14","19","13","20","15"
"3161","Civil","2","10","18","10","13","10","15"
"3162","Civil","1","9","15","18","16","16","16"
"3163","Indus","1","13","18","19","13","13","15"
"3164","Civil","3","18","11","18","10","9","13"
"3165","Info","3","11","11","9","10","19","15"
"3166","Indus","1","13","19","13","18","10","10"
"3167","Electrique","2","17","16","14","10","13","17"
"3168","Finance","1","20","18","15","20","17","16"
"3169","Indus","2","19","20","20","19","12","19"
"3170","Electrique","1","15","12","10","13","10","14"
"3171","Finance","1","15","13","18","10","13","17"
"3172","Info","1","17","17","13","13","11","13"
"3173","Electrique","2","18","9","10","17","11","9"
"3174","Electrique","3","9","20","17","14","15","11"
"3175","Civil","2","13","10","9","9","17","13"
"3176","Finance","3","11","11","18","19","10","20"
"3177","Electrique","3","10","20","11","17","11","11"
"3178","Info","3","17","10","17","11","9","16"
"3179","Civil","1","16","20","10","18","20","15"
"3180","Indus","3","19","15","19","12","11","12"
"3181","Indus","3","11","14","14","10","15","12"
"3182","Electrique","3","17","11","19","13","18","18"
"3183","Indus","2","13","11","10","11","15","10"
"3184","Electrique","3","16","9","10","12","17","18"
"3185","Electrique","3","18","17","19","10","16","11"
"3186","Finance","1","17","15","11","11","19","14"
"3187","Indus","2","9","15","11","16","10","12"
"3188","Info","2","19","16","14","18","10","18"
"3189","Info","2","17","10","20","16","18","16"
"3190","Electrique","2","10","13","12","13","10","18"
"3191","Civil","2","11","10","10","19","15","20"
"3192","Civil","3","13","14","19","12","18","17"
"3193","Electrique","2","12","14","11","10","16","15"
"3194","Civil","2","16","13","12","10","10","14"
"3195","Electrique","1","13","9","15","11","9","14"
"3196","Civil","1","12","13","12","20","10","9"
"3197","Civil","2","17","19","17","9","19","13"
"3198","Indus","1","17","19","12","10","18","11"
"3199","Electrique","1","18","11","10","13","20","9"
"3200","Indus","1","15","12","20","13","18","15"
"3201","Finance","2","20","16","13","11","16","18"
"3202","Finance","1","15","14","15","16","11","16"
"3203","Indus","3","9","17","12","12","16","10"
"3204","Info","1","19","13","15","13","13","14"
"3205","Electrique","1","15","12","9","10","14","19"
"3206","Civil","3","20","18","14","18","10","15"
"3207","Indus","2","20","11","19","16","11","11"
"3208","Info","1","10","9","15","12","20","19"
"3209","Civil","2","13","15","12","16","16","12"
"3210","Electrique","1","16","15","19","17","15","20"
"3211","Indus","3","14","16","16","10","13","17"
"3212","Indus","3","19","19","17","16","16","9"
"3213","Indus","1","19","10","17","20","17","18"
"3214","Indus","1","13","13","20","20","14","12"
"3215","Info","3","18","16","12","19","20","12"
"3216","Info","2","18","20","9","14","17","10"
"3217","Indus","2","15","15","15","19","17","12"
"3218","Electrique","3","14","16","15","19","9","20"
"3219","Finance","2","12","17","14","17","17","20"
"3220","Civil","2","10","19","18","9","19","14"
"3221","Electrique","3","19","20","19","20","9","18"
"3222","Civil","3","10","13","15","20","10","10"
"3223","Info","3","20","10","13","18","19","13"
"3224","Civil","1","14","10","11","9","10","11"
"3225","Info","2","13","19","12","10","11","14"
"3226","Finance","3","14","12","14","15","12","13"
"3227","Electrique","3","15","19","19","20","10","20"
"3228","Civil","1","14","20","17","18","10","16"
"3229","Electrique","2","9","11","14","18","10","19"
"3230","Info","1","9","12","13","15","12","12"
"3231","Indus","3","12","18","9","11","13","9"
"3232","Indus","1","17","11","18","14","12","10"
"3233","Indus","1","12","15","13","11","9","13"
"3234","Info","2","9","17","17","14","10","20"
"3235","Electrique","1","11","16","20","13","10","15"
"3236","Electrique","2","17","9","13","13","16","14"
"3237","Indus","2","12","14","15","11","15","17"
"3238","Info","3","18","9","16","19","12","10"
"3239","Civil","1","14","20","18","19","15","9"
"3240","Info","3","9","18","10","17","9","15"
"3241","Indus","1","20","13","14","9","19","10"
"3242","Electrique","1","12","16","14","18","17","19"
"3243","Indus","3","18","17","18","9","11","15"
"3244","Info","2","9","16","12","11","10","16"
"3245","Info","3","11","16","11","9","11","13"
"3246","Info","2","16","13","18","9","15","13"
"3247","Indus","1","15","9","19","10","13","12"
"3248","Civil","1","20","16","14","20","18","16"
"3249","Finance","1","20","12","13","9","10","15"
"3250","Indus","1","15","9","12","9","18","19"
"3251","Info","1","20","16","15","15","11","19"
"3252","Indus","1","13","14","16","15","14","9"
"3253","Info","3","15","17","20","12","18","19"
"3254","Info","1","19","9","16","11","17","16"
"3255","Info","1","17","15","9","19","10","16"
"3256","Civil","2","16","19","17","12","18","17"
"3257","Civil","2","11","16","12","13","9","19"
"3258","Electrique","2","11","16","17","12","15","20"
"3259","Civil","2","14","13","13","18","15","20"
"3260","Finance","1","17","17","10","15","18","15"
"3261","Civil","2","16","14","18","19","14","18"
"3262","Info","2","10","18","16","18","16","11"
"3263","Finance","2","11","11","12","10","12","20"
"3264","Civil","3","10","17","17","18","13","14"
"3265","Indus","1","10","18","16","18","13","19"
"3266","Info","2","16","14","14","9","12","18"
"3267","Civil","3","9","16","16","17","12","16"
"3268","Electrique","1","9","13","14","12","15","9"
"3269","Indus","1","10","9","10","9","13","10"
"3270","Info","3","18","20","19","18","14","11"
"3271","Indus","2","14","14","15","12","9","13"
"3272","Indus","1","14","17","17","20","14","14"
"3273","Civil","1","20","20","15","10","14","18"
"3274","Electrique","2","18","18","19","10","19","13"
"3275","Electrique","2","15","19","10","9","17","20"
"3276","Info","1","15","16","18","14","16","13"
"3277","Civil","1","19","9","13","17","10","15"
"3278","Info","2","20","9","9","11","16","14"
"3279","Civil","2","12","14","12","19","10","16"
"3280","Finance","1","11","18","9","15","13","14"
"3281","Info","3","10","14","16","14","14","14"
"3282","Indus","2","11","12","13","11","18","18"
"3283","Info","2","14","19","18","12","9","13"
"3284","Finance","1","9","19","11","13","20","20"
"3285","Info","1","15","15","9","18","9","13"
"3286","Finance","2","9","13","12","17","15","12"
"3287","Finance","2","15","11","16","12","10","13"
"3288","Civil","3","18","10","9","19","9","16"
"3289","Electrique","1","10","19","13","12","13","20"
"3290","Civil","3","20","16","10","15","11","11"
"3291","Finance","2","13","20","18","20","9","19"
"3292","Info","2","13","10","20","11","20","14"
"3293","Finance","2","16","14","10","10","18","15"
"3294","Electrique","2","14","15","16","14","10","17"
"3295","Civil","3","13","12","18","13","19","11"
"3296","Electrique","2","20","18","9","9","15","14"
"3297","Civil","3","16","17","16","13","10","10"
"3298","Civil","2","11","19","9","10","19","17"
"3299","Indus","2","11","19","9","9","12","17"
"3300","Finance","2","13","12","20","18","17","20"
"3301","Info","3","16","19","10","10","11","12"
"3302","Electrique","1","12","16","13","10","20","17"
"3303","Electrique","3","20","17","12","15","18","16"
"3304","Indus","1","19","18","14","18","19","19"
"3305","Civil","3","11","14","15","20","14","12"
"3306","Civil","3","17","14","10","16","18","12"
"3307","Indus","3","15","14","18","10","19","11"
"3308","Finance","1","14","16","16","14","12","20"
"3309","Civil","1","15","10","10","15","17","10"
"3310","Indus","3","17","15","13","14","11","10"
"3311","Electrique","2","9","12","10","14","9","11"
"3312","Info","2","14","11","16","14","20","18"
"3313","Electrique","1","18","18","10","18","13","15"
"3314","Electrique","3","9","17","14","16","13","10"
"3315","Info","2","15","20","10","9","20","20"
"3316","Civil","1","15","16","14","19","10","12"
"3317","Indus","3","19","15","12","12","14","18"
"3318","Finance","3","14","12","18","17","19","15"
"3319","Info","1","20","13","19","18","17","17"
"3320","Electrique","3","17","17","13","18","16","17"
"3321","Electrique","3","11","15","16","10","10","13"
"3322","Info","1","20","20","14","20","10","15"
"3323","Indus","3","20","11","10","10","12","18"
"3324","Civil","3","17","11","10","20","13","9"
"3325","Civil","2","17","10","9","11","19","9"
"3326","Electrique","2","13","17","15","19","9","15"
"3327","Electrique","1","19","20","20","15","18","15"
"3328","Finance","1","17","9","17","14","13","10"
"3329","Info","3","9","20","9","20","9","11"
"3330","Electrique","2","20","16","10","20","19","16"
"3331","Civil","2","17","15","10","19","12","19"
"3332","Info","3","16","13","19","9","15","17"
"3333","Civil","3","19","12","20","9","12","17"
"3334","Civil","3","20","12","15","10","15","12"
"3335","Civil","1","20","17","19","18","12","17"
"3336","Civil","2","20","16","17","14","18","12"
"3337","Info","1","12","12","15","18","19","18"
"3338","Info","3","15","10","9","13","9","17"
"3339","Civil","3","14","11","14","16","10","19"
"3340","Finance","2","15","11","13","17","14","17"
"3341","Finance","3","14","10","15","16","20","10"
"3342","Info","1","20","16","20","19","16","14"
"3343","Info","1","15","11","11","19","17","19"
"3344","Civil","1","17","19","15","17","12","11"
"3345","Finance","3","14","14","16","10","14","11"
"3346","Info","2","20","13","13","15","11","15"
"3347","Info","3","17","17","18","12","16","11"
"3348","Indus","3","17","19","14","11","20","14"
"3349","Info","3","9","14","9","16","20","17"
"3350","Civil","3","19","14","18","16","11","15"
"3351","Civil","3","14","15","19","20","20","17"
"3352","Finance","3","12","11","10","15","10","19"
"3353","Electrique","1","16","16","16","19","15","16"
"3354","Info","2","15","14","15","17","14","14"
"3355","Finance","2","11","10","11","17","14","19"
"3356","Civil","1","13","10","11","19","11","16"
"3357","Electrique","2","20","20","18","13","13","20"
"3358","Civil","3","17","16","19","11","16","9"
"3359","Electrique","2","15","18","10","10","13","13"
"3360","Finance","3","9","10","15","14","16","11"
"3361","Info","1","12","12","15","12","11","17"
"3362","Indus","1","14","10","18","13","17","19"
"3363","Info","3","11","9","16","15","18","10"
"3364","Indus","1","17","10","10","19","16","20"
"3365","Electrique","1","17","18","14","15","17","20"
"3366","Info","1","20","20","13","17","19","19"
"3367","Indus","1","9","10","20","12","16","13"
"3368","Electrique","1","9","9","18","10","20","9"
"3369","Civil","1","19","12","13","12","14","18"
"3370","Finance","2","16","11","12","13","16","18"
"3371","Info","1","19","13","17","14","16","16"
"3372","Indus","3","20","19","19","16","10","20"
"3373","Civil","1","15","10","15","11","14","9"
"3374","Electrique","2","17","10","12","11","11","17"
"3375","Electrique","1","12","18","16","9","19","13"
"3376","Indus","3","17","19","15","20","13","12"
"3377","Electrique","2","20","15","19","17","11","20"
