"cne","filiere","niveau","nbrAbsences","nbrRapportsMauvaiseConduite","nbrRapportsTriche"
"2514","Civil","2","4","0","1"
"2515","Finance","1","1","0","1"
"2516","Civil","3","3","3","1"
"2517","Info","3","1","3","1"
"2518","Finance","2","4","2","1"
"2519","Electrique","1","0","0","2"
"2520","Info","2","2","1","1"
"2521","Info","3","4","3","0"
"2522","Finance","3","5","2","0"
"2523","Info","3","2","2","0"
"2524","Indus","3","0","3","0"
"2525","Indus","1","5","1","0"
"2526","Info","2","5","2","0"
"2527","Electrique","3","3","1","2"
"2528","Civil","3","3","1","0"
"2529","Electrique","3","1","0","2"
"2530","Civil","1","3","1","0"
"2531","Civil","1","3","1","2"
"2532","Electrique","3","1","0","2"
"2533","Finance","2","0","0","0"
"2534","Info","1","5","3","0"
"2535","Finance","3","4","1","1"
"2536","Finance","2","3","1","0"
"2537","Finance","3","2","1","1"
"2538","Finance","2","1","1","2"
"2539","Indus","3","2","1","2"
"2540","Info","2","3","2","0"
"2541","Indus","1","2","3","0"
"2542","Electrique","2","5","0","0"
"2543","Info","2","4","1","2"
"2544","Electrique","2","1","3","2"
"2545","Indus","3","4","0","1"
"2546","Info","3","0","2","0"
"2547","Civil","3","0","1","0"
"2548","Info","3","1","3","1"
"2549","Civil","1","2","1","2"
"2550","Electrique","1","3","3","1"
"2551","Electrique","3","4","1","1"
"2552","Finance","2","0","1","1"
"2553","Civil","1","2","0","2"
"2554","Indus","1","2","1","2"
"2555","Finance","3","2","3","1"
"2556","Info","1","4","0","0"
"2557","Electrique","3","5","3","1"
"2558","Civil","1","1","3","1"
"2559","Finance","1","4","1","2"
"2560","Info","1","5","3","2"
"2561","Electrique","3","0","2","2"
"2562","Info","2","4","0","1"
"2563","Info","3","5","1","1"
"2564","Indus","3","0","0","0"
"2565","Electrique","2","5","2","0"
"2566","Info","1","5","3","2"
"2567","Civil","2","4","3","1"
"2568","Finance","3","4","2","2"
"2569","Indus","2","4","1","1"
"2570","Indus","2","2","0","2"
"2571","Civil","2","4","3","1"
"2572","Electrique","3","4","0","0"
"2573","Indus","2","0","3","2"
"2574","Info","1","1","1","1"
"2575","Info","1","1","0","2"
"2576","Civil","1","5","0","0"
"2577","Civil","1","1","1","0"
"2578","Civil","2","4","3","0"
"2579","Finance","3","4","1","2"
"2580","Indus","1","0","1","0"
"2581","Electrique","3","2","1","0"
"2582","Civil","2","3","0","1"
"2583","Info","3","1","0","0"
"2584","Civil","1","0","3","1"
"2585","Civil","3","3","3","1"
"2586","Finance","3","5","2","1"
"2587","Electrique","3","3","3","2"
"2588","Civil","1","0","1","0"
"2589","Indus","2","2","0","1"
"2590","Info","3","1","0","2"
"2591","Info","3","1","2","0"
"2592","Civil","1","4","1","1"
"2593","Info","1","0","0","0"
"2594","Civil","3","1","0","2"
"2595","Info","2","0","3","2"
"2596","Indus","3","0","2","2"
"2597","Finance","3","0","3","0"
"2598","Info","3","5","2","2"
"2599","Indus","1","4","1","0"
"2600","Info","3","3","0","2"
"2601","Finance","2","0","2","1"
"2602","Electrique","2","0","2","1"
"2603","Indus","3","0","0","2"
"2604","Electrique","2","5","0","1"
"2605","Finance","3","5","2","1"
"2606","Finance","3","2","1","1"
"2607","Electrique","1","1","1","1"
"2608","Electrique","2","1","3","1"
"2609","Finance","2","3","0","2"
"2610","Info","3","0","1","1"
"2611","Info","1","1","0","1"
"2612","Electrique","1","4","3","1"
"2613","Finance","2","2","2","0"
"2614","Civil","2","0","1","2"
"2615","Civil","2","0","2","2"
"2616","Finance","1","4","1","1"
"2617","Electrique","3","0","3","0"
"2618","Indus","1","3","3","0"
"2619","Indus","3","4","2","0"
"2620","Finance","1","3","2","2"
"2621","Electrique","1","3","3","0"
"2622","Civil","3","2","3","1"
"2623","Info","1","0","3","1"
"2624","Finance","3","2","1","0"
"2625","Info","3","0","1","1"
"2626","Info","2","0","0","1"
"2627","Finance","1","0","0","2"
"2628","Finance","3","5","2","1"
"2629","Electrique","3","1","3","2"
"2630","Civil","3","0","3","1"
"2631","Info","1","3","2","2"
"2632","Electrique","3","2","1","2"
"2633","Info","3","4","3","2"
"2634","Finance","2","5","3","2"
"2635","Civil","2","0","0","0"
"2636","Electrique","1","4","3","1"
"2637","Info","2","5","2","2"
"2638","Finance","2","5","3","2"
"2639","Electrique","1","0","2","1"
"2640","Electrique","3","1","0","1"
"2641","Info","2","0","2","2"
"2642","Indus","1","3","0","1"
"2643","Indus","3","0","1","0"
"2644","Civil","3","5","3","1"
"2645","Civil","1","3","1","2"
"2646","Info","1","3","3","1"
"2647","Info","3","3","1","2"
"2648","Indus","2","1","2","2"
"2649","Info","3","4","1","1"
"2650","Info","2","1","3","1"
"2651","Info","1","4","1","2"
"2652","Indus","2","4","0","1"
"2653","Info","3","2","1","0"
"2654","Electrique","1","1","1","0"
"2655","Indus","1","4","3","1"
"2656","Finance","1","2","0","0"
"2657","Info","3","0","3","2"
"2658","Finance","3","2","3","0"
"2659","Civil","2","1","0","0"
"2660","Indus","3","0","2","1"
"2661","Electrique","3","2","1","2"
"2662","Finance","2","4","1","2"
"2663","Civil","2","5","2","2"
"2664","Electrique","2","4","2","0"
"2665","Electrique","1","5","0","2"
"2666","Indus","3","0","1","0"
"2667","Finance","2","1","3","1"
"2668","Info","2","5","3","0"
"2669","Info","1","2","1","0"
"2670","Electrique","2","3","2","0"
"2671","Info","1","0","3","0"
"2672","Info","2","3","2","0"
"2673","Indus","3","4","0","1"
"2674","Info","1","0","1","0"
"2675","Indus","3","2","0","0"
"2676","Info","3","0","1","0"
"2677","Civil","2","2","0","2"
"2678","Civil","2","5","2","1"
"2679","Electrique","2","2","3","1"
"2680","Indus","2","4","2","0"
"2681","Indus","2","3","0","2"
"2682","Finance","3","4","1","1"
"2683","Finance","3","2","1","2"
"2684","Electrique","2","0","3","0"
"2685","Finance","1","2","2","2"
"2686","Info","2","1","1","2"
"2687","Info","1","0","1","1"
"2688","Info","3","0","2","0"
"2689","Indus","3","2","0","0"
"2690","Finance","1","5","3","0"
"2691","Electrique","2","2","0","0"
"2692","Civil","1","2","2","1"
"2693","Electrique","3","2","2","1"
"2694","Finance","1","0","1","1"
"2695","Civil","2","2","3","1"
"2696","Electrique","2","3","2","0"
"2697","Electrique","1","1","3","1"
"2698","Civil","3","4","2","2"
"2699","Electrique","2","5","3","1"
"2700","Indus","3","1","3","2"
"2701","Finance","2","2","1","2"
"2702","Electrique","2","1","1","1"
"2703","Finance","2","3","2","2"
"2704","Info","3","2","2","1"
"2705","Info","1","5","1","0"
"2706","Info","2","4","2","1"
"2707","Finance","3","2","1","2"
"2708","Finance","2","4","2","2"
"2709","Indus","1","5","0","0"
"2710","Civil","3","3","0","1"
"2711","Civil","3","1","2","0"
"2712","Civil","3","5","2","0"
"2713","Electrique","1","4","1","0"
"2714","Finance","1","2","2","2"
"2715","Electrique","3","1","1","2"
"2716","Electrique","2","5","0","0"
"2717","Civil","3","1","3","0"
"2718","Civil","3","0","2","1"
"2719","Indus","3","5","0","2"
"2720","Finance","3","5","0","2"
"2721","Civil","1","4","0","0"
"2722","Finance","3","5","2","0"
"2723","Electrique","1","3","1","1"
"2724","Civil","1","1","1","2"
"2725","Electrique","3","2","3","1"
"2726","Finance","2","0","3","1"
"2727","Electrique","1","2","3","0"
"2728","Civil","1","5","2","2"
"2729","Indus","1","4","1","1"
"2730","Finance","1","3","2","0"
"2731","Civil","3","0","0","0"
"2732","Indus","2","2","1","0"
"2733","Electrique","1","5","2","1"
"2734","Indus","3","1","2","0"
"2735","Finance","2","3","3","2"
"2736","Civil","3","2","3","2"
"2737","Electrique","2","3","1","0"
"2738","Indus","1","0","1","1"
"2739","Info","1","0","2","2"
"2740","Electrique","1","3","2","0"
"2741","Finance","3","2","2","0"
"2742","Electrique","1","1","1","2"
"2743","Civil","2","1","1","0"
"2744","Indus","2","4","2","2"
"2745","Electrique","1","5","0","2"
"2746","Finance","3","1","1","1"
"2747","Info","1","3","1","1"
"2748","Civil","1","4","3","0"
"2749","Info","2","0","0","0"
"2750","Indus","3","3","3","2"
"2751","Electrique","1","2","0","1"
"2752","Indus","2","2","2","1"
"2753","Finance","2","5","1","1"
"2754","Indus","3","5","1","1"
"2755","Electrique","2","2","3","2"
"2756","Indus","2","0","1","1"
"2757","Indus","1","0","2","2"
"2758","Indus","2","0","2","2"
"2759","Civil","1","1","1","1"
"2760","Info","2","3","1","0"
"2761","Finance","2","1","3","2"
"2762","Civil","2","5","0","2"
"2763","Electrique","2","0","1","1"
"2764","Info","1","3","3","1"
"2765","Indus","1","4","2","0"
"2766","Indus","1","2","2","1"
"2767","Civil","3","0","2","2"
"2768","Civil","1","3","2","2"
"2769","Electrique","2","0","1","1"
"2770","Finance","3","1","3","1"
"2771","Finance","1","2","2","0"
"2772","Civil","2","5","1","2"
"2773","Electrique","3","5","3","2"
"2774","Civil","3","5","2","2"
"2775","Finance","2","5","1","0"
"2776","Civil","2","5","1","1"
"2777","Finance","2","0","2","1"
"2778","Info","1","2","1","0"
"2779","Electrique","2","0","1","1"
"2780","Civil","3","2","3","1"
"2781","Info","1","2","2","0"
"2782","Indus","2","3","0","2"
"2783","Civil","1","1","3","1"
"2784","Info","3","1","1","0"
"2785","Electrique","1","1","0","1"
"2786","Indus","2","5","3","2"
"2787","Electrique","2","5","3","1"
"2788","Indus","2","5","0","2"
"2789","Info","3","2","3","0"
"2790","Electrique","3","4","2","0"
"2791","Electrique","3","4","0","1"
"2792","Finance","2","4","3","0"
"2793","Indus","1","3","1","2"
"2794","Electrique","2","2","2","2"
"2795","Finance","3","1","0","2"
"2796","Indus","2","4","0","1"
"2797","Electrique","1","2","0","0"
"2798","Finance","3","5","1","1"
"2799","Finance","1","4","3","0"
"2800","Civil","3","3","1","1"
"2801","Indus","3","3","1","2"
"2802","Info","2","5","0","2"
"2803","Finance","1","5","0","1"
"2804","Electrique","2","0","2","1"
"2805","Electrique","3","1","1","0"
"2806","Civil","2","2","0","0"
"2807","Electrique","2","2","0","0"
"2808","Civil","1","2","2","0"
"2809","Civil","1","3","1","0"
"2810","Indus","1","4","3","2"
"2811","Info","3","1","0","0"
"2812","Electrique","3","4","3","1"
"2813","Indus","2","2","1","2"
"2814","Info","1","3","3","2"
"2815","Electrique","3","3","0","1"
"2816","Indus","1","5","0","1"
"2817","Indus","2","0","0","1"
"2818","Indus","1","4","1","0"
"2819","Civil","3","0","0","2"
"2820","Civil","2","3","0","1"
"2821","Finance","3","0","1","1"
"2822","Electrique","1","4","1","2"
"2823","Indus","3","2","0","1"
"2824","Finance","2","2","3","1"
"2825","Indus","3","3","2","2"
"2826","Civil","2","3","1","1"
"2827","Electrique","1","2","2","2"
"2828","Electrique","2","2","1","1"
"2829","Civil","1","0","1","0"
"2830","Civil","3","4","1","1"
"2831","Civil","2","3","2","2"
"2832","Finance","3","5","2","0"
"2833","Civil","3","4","0","1"
"2834","Indus","1","0","2","0"
"2835","Indus","1","2","2","0"
"2836","Info","1","2","3","0"
"2837","Civil","2","2","2","0"
"2838","Civil","3","4","1","1"
"2839","Info","3","3","0","0"
"2840","Civil","2","5","0","0"
"2841","Indus","2","5","1","2"
"2842","Indus","2","4","0","0"
"2843","Finance","3","1","3","1"
"2844","Indus","2","3","0","2"
"2845","Electrique","1","2","3","0"
"2846","Info","3","0","0","1"
"2847","Info","2","3","0","2"
"2848","Indus","1","2","1","1"
"2849","Indus","1","2","0","1"
"2850","Finance","3","5","1","0"
"2851","Electrique","1","3","1","2"
"2852","Electrique","3","5","2","1"
"2853","Indus","2","4","1","0"
"2854","Indus","3","1","3","1"
"2855","Finance","2","3","2","2"
"2856","Info","3","0","2","1"
"2857","Civil","1","3","1","0"
"2858","Electrique","1","3","1","1"
"2859","Info","1","3","3","2"
"2860","Info","1","4","1","2"
"2861","Info","1","4","1","1"
"2862","Info","2","0","1","0"
"2863","Info","2","3","3","2"
"2864","Finance","1","2","0","0"
"2865","Civil","3","1","1","2"
"2866","Finance","2","5","3","0"
"2867","Finance","2","5","1","2"
"2868","Civil","1","2","3","1"
"2869","Indus","2","1","3","1"
"2870","Finance","2","0","0","2"
"2871","Civil","1","4","0","2"
"2872","Civil","1","1","0","1"
"2873","Info","3","0","2","0"
"2874","Finance","3","4","2","0"
"2875","Indus","1","2","2","2"
"2876","Info","2","1","0","2"
"2877","Civil","1","0","3","0"
"2878","Civil","2","0","1","0"
"2879","Electrique","3","0","2","2"
"2880","Electrique","1","2","1","0"
"2881","Indus","1","5","0","0"
"2882","Finance","2","3","3","1"
"2883","Civil","2","1","2","0"
"2884","Indus","2","2","2","2"
"2885","Finance","1","5","3","2"
"2886","Indus","3","3","3","0"
"2887","Info","1","1","3","2"
"2888","Finance","2","0","3","2"
"2889","Indus","3","5","2","2"
"2890","Civil","2","4","3","2"
"2891","Civil","3","0","3","0"
"2892","Civil","1","2","2","1"
"2893","Civil","2","3","1","2"
"2894","Civil","1","4","3","0"
"2895","Civil","3","1","1","2"
"2896","Info","2","2","3","0"
"2897","Electrique","1","3","1","1"
"2898","Electrique","2","0","1","0"
"2899","Electrique","1","4","3","1"
"2900","Info","1","0","3","0"
"2901","Indus","2","1","1","1"
"2902","Info","2","0","3","0"
"2903","Electrique","3","3","3","2"
"2904","Finance","1","5","2","0"
"2905","Indus","1","2","3","2"
"2906","Finance","2","0","1","1"
"2907","Finance","3","2","3","1"
"2908","Civil","3","2","1","2"
"2909","Indus","3","1","0","1"
"2910","Finance","2","1","0","2"
"2911","Electrique","1","1","0","2"
"2912","Electrique","2","5","1","1"
"2913","Info","1","1","0","1"
"2914","Electrique","1","2","2","0"
"2915","Indus","1","2","3","1"
"2916","Civil","2","3","0","2"
"2917","Electrique","2","5","0","0"
"2918","Indus","2","4","0","1"
"2919","Electrique","2","1","0","0"
"2920","Electrique","1","2","3","2"
"2921","Info","1","0","1","2"
"2922","Info","1","1","3","1"
"2923","Info","2","2","3","1"
"2924","Info","3","3","1","0"
"2925","Electrique","3","0","0","2"
"2926","Civil","2","3","2","2"
"2927","Info","1","1","1","2"
"2928","Info","2","1","3","0"
"2929","Civil","2","3","1","1"
"2930","Civil","2","4","1","0"
"2931","Info","2","0","1","1"
"2932","Electrique","3","2","1","1"
"2933","Electrique","3","5","3","2"
"2934","Civil","1","2","2","1"
"2935","Electrique","1","2","1","0"
"2936","Electrique","1","3","1","0"
"2937","Indus","3","2","2","0"
"2938","Info","2","0","3","2"
"2939","Info","2","0","2","0"
"2940","Finance","3","0","0","2"
"2941","Civil","2","4","2","1"
"2942","Civil","2","3","3","0"
"2943","Info","1","1","1","1"
"2944","Finance","1","4","1","1"
"2945","Electrique","3","4","2","0"
"2946","Electrique","2","4","2","2"
"2947","Civil","3","1","1","1"
"2948","Electrique","3","3","0","2"
"2949","Finance","2","5","1","1"
"2950","Info","2","3","1","1"
"2951","Finance","2","4","1","0"
"2952","Civil","3","5","1","0"
"2953","Info","2","3","2","0"
"2954","Finance","1","0","1","0"
"2955","Civil","1","3","2","2"
"2956","Civil","3","4","2","1"
"2957","Indus","3","1","3","1"
"2958","Electrique","2","3","1","2"
"2959","Finance","2","4","0","0"
"2960","Electrique","1","4","2","1"
"2961","Finance","3","4","0","1"
"2962","Info","3","5","3","0"
"2963","Indus","3","4","2","0"
"2964","Civil","1","4","1","1"
"2965","Civil","1","5","0","1"
"2966","Civil","1","3","3","1"
"2967","Finance","3","4","0","0"
"2968","Indus","3","2","0","1"
"2969","Indus","1","1","3","0"
"2970","Civil","2","1","2","1"
"2971","Info","3","5","2","2"
"2972","Finance","2","5","2","2"
"2973","Info","2","3","1","0"
"2974","Indus","3","2","3","2"
"2975","Civil","3","0","2","1"
"2976","Civil","3","4","1","0"
"2977","Finance","2","3","3","2"
"2978","Civil","2","4","2","0"
"2979","Indus","1","0","3","0"
"2980","Electrique","2","4","2","2"
"2981","Info","3","1","3","1"
"2982","Info","2","3","0","1"
"2983","Finance","2","3","3","0"
"2984","Indus","2","5","1","2"
"2985","Indus","2","1","0","1"
"2986","Civil","2","5","3","1"
"2987","Electrique","3","0","0","2"
"2988","Civil","2","5","0","0"
"2989","Electrique","2","5","3","0"
"2990","Civil","1","1","2","2"
"2991","Finance","2","3","2","0"
"2992","Electrique","3","4","0","0"
"2993","Indus","2","4","1","2"
"2994","Electrique","3","5","2","0"
"2995","Electrique","2","3","0","2"
"2996","Electrique","3","0","2","0"
"2997","Indus","1","5","3","1"
"2998","Civil","2","1","0","2"
"2999","Electrique","1","5","1","2"
"3000","Civil","2","2","1","2"
"3001","Electrique","1","1","1","1"
"3002","Info","1","1","2","0"
"3003","Finance","3","5","1","2"
"3004","Finance","2","0","0","2"
"3005","Finance","2","1","3","2"
"3006","Indus","3","5","2","2"
"3007","Electrique","3","0","3","0"
"3008","Finance","1","4","2","0"
"3009","Info","1","4","0","1"
"3010","Civil","3","1","2","1"
"3011","Info","1","4","1","0"
"3012","Electrique","2","3","1","2"
"3013","Civil","3","5","2","1"
"3014","Civil","2","2","0","2"
"3015","Info","3","2","1","1"
"3016","Finance","2","1","3","0"
"3017","Civil","3","0","2","1"
"3018","Indus","2","5","3","2"
"3019","Electrique","3","4","0","2"
"3020","Civil","3","1","3","2"
"3021","Finance","2","0","3","2"
"3022","Info","1","0","0","2"
"3023","Civil","3","2","1","1"
"3024","Finance","2","3","1","1"
"3025","Finance","1","2","0","0"
"3026","Info","2","4","2","0"
"3027","Indus","1","1","0","0"
"3028","Civil","1","5","0","1"
"3029","Civil","3","3","2","0"
"3030","Electrique","3","3","3","1"
"3031","Info","3","0","2","2"
"3032","Electrique","1","3","3","2"
"3033","Finance","2","2","2","1"
"3034","Civil","3","4","0","0"
"3035","Civil","1","3","1","2"
"3036","Electrique","2","2","3","0"
"3037","Finance","2","5","0","1"
"3038","Indus","3","5","0","0"
"3039","Civil","3","1","1","1"
"3040","Civil","3","5","3","1"
"3041","Finance","2","2","2","1"
"3042","Electrique","3","2","2","0"
"3043","Electrique","3","0","3","0"
"3044","Civil","3","4","0","2"
"3045","Info","1","4","2","2"
"3046","Civil","3","4","1","0"
"3047","Info","3","3","0","2"
"3048","Info","3","5","1","1"
"3049","Indus","3","2","3","1"
"3050","Indus","3","1","3","0"
"3051","Civil","3","4","3","0"
"3052","Finance","2","5","0","1"
"3053","Electrique","2","1","1","0"
"3054","Indus","1","0","3","0"
"3055","Civil","2","5","2","2"
"3056","Electrique","3","1","0","1"
"3057","Civil","2","4","3","1"
"3058","Electrique","3","0","2","0"
"3059","Indus","1","2","2","2"
"3060","Civil","2","2","0","2"
"3061","Civil","2","0","0","0"
"3062","Civil","3","2","0","1"
"3063","Civil","1","5","1","1"
"3064","Indus","1","2","0","1"
"3065","Info","3","1","1","0"
"3066","Indus","3","3","3","1"
"3067","Finance","3","3","3","2"
"3068","Civil","1","4","1","0"
"3069","Info","3","2","1","0"
"3070","Info","3","0","3","0"
"3071","Indus","3","3","3","1"
"3072","Info","2","5","2","2"
"3073","Civil","1","3","3","2"
"3074","Indus","2","1","1","0"
"3075","Civil","2","4","2","2"
"3076","Info","1","5","3","1"
"3077","Civil","1","1","0","1"
"3078","Indus","3","4","2","1"
"3079","Civil","2","3","3","1"
"3080","Info","2","3","2","0"
"3081","Civil","2","3","0","1"
"3082","Indus","2","2","3","2"
"3083","Indus","1","4","0","2"
"3084","Finance","2","1","2","2"
"3085","Finance","2","2","3","1"
"3086","Indus","2","1","1","2"
"3087","Info","3","0","2","1"
"3088","Electrique","1","2","0","2"
"3089","Finance","2","2","1","1"
"3090","Civil","1","4","3","2"
