"cne","filiere","niveau","noteStage1","lieuxStage1","noteStage2","lieuxStage2","noteStage3","lieuxStage3"
"3157","Indus","2","10","Marrakech","14","Fes","12","Fes"
"3158","Finance","3","17","Agadir","9","Tanger","12","Fes"
"3159","Indus","2","15","Tanger","11","Casablanca","15","Tanger"
"3160","Info","2","19","Marrakech","17","Oujda","18","Tetouan"
"3161","Civil","2","15","Tetouan","19","Tanger","18","Marrakech"
"3162","Civil","1","20","Tanger","20","Tanger","16","Nador"
"3163","Indus","1","19","Tanger","15","Nador","18","Nador"
"3164","Civil","3","14","Casablanca","13","Marrakech","17","Rabat"
"3165","Info","3","14","Nador","13","Nador","20","Casablanca"
"3166","Indus","1","9","Casablanca","13","Oujda","16","Casablanca"
"3167","Electrique","2","17","Oujda","20","Marrakech","16","Marrakech"
"3168","Finance","1","11","Tanger","10","Agadir","11","Tanger"
"3169","Indus","2","18","Tetouan","10","Agadir","18","Fes"
"3170","Electrique","1","11","Oujda","19","Oujda","11","Fes"
"3171","Finance","1","20","Fes","9","Tanger","16","Fes"
"3172","Info","1","19","Tanger","17","Fes","17","Casablanca"
"3173","Electrique","2","11","Tetouan","19","Casablanca","9","Fes"
"3174","Electrique","3","18","Fes","15","Nador","15","Oujda"
"3175","Civil","2","13","Fes","19","Oujda","13","Oujda"
"3176","Finance","3","19","Tanger","12","Rabat","14","Tanger"
"3177","Electrique","3","16","Oujda","18","Tanger","13","Oujda"
"3178","Info","3","13","Nador","9","Oujda","20","Agadir"
"3179","Civil","1","17","Marrakech","10","Tetouan","14","Agadir"
"3180","Indus","3","15","Oujda","15","Tanger","17","Oujda"
"3181","Indus","3","20","Fes","9","Agadir","10","Marrakech"
"3182","Electrique","3","14","Agadir","15","Casablanca","14","Nador"
"3183","Indus","2","12","Nador","12","Fes","17","Tetouan"
"3184","Electrique","3","15","Oujda","13","Rabat","14","Casablanca"
"3185","Electrique","3","12","Marrakech","20","Tetouan","19","Tetouan"
"3186","Finance","1","12","Tetouan","17","Oujda","20","Tanger"
"3187","Indus","2","16","Marrakech","15","Nador","16","Rabat"
"3188","Info","2","20","Tetouan","19","Tetouan","14","Casablanca"
"3189","Info","2","15","Agadir","10","Tanger","9","Nador"
"3190","Electrique","2","9","Oujda","12","Tetouan","11","Oujda"
"3191","Civil","2","19","Rabat","13","Agadir","20","Agadir"
"3192","Civil","3","18","Agadir","9","Tetouan","14","Tanger"
"3193","Electrique","2","11","Casablanca","18","Nador","18","Oujda"
"3194","Civil","2","16","Agadir","10","Rabat","18","Agadir"
"3195","Electrique","1","12","Nador","12","Oujda","17","Fes"
"3196","Civil","1","11","Marrakech","9","Tanger","10","Agadir"
"3197","Civil","2","17","Marrakech","11","Fes","16","Agadir"
"3198","Indus","1","11","Agadir","19","Oujda","19","Casablanca"
"3199","Electrique","1","15","Oujda","13","Marrakech","13","Tanger"
"3200","Indus","1","11","Fes","19","Tanger","18","Tanger"
"3201","Finance","2","10","Tanger","12","Tanger","11","Casablanca"
"3202","Finance","1","11","Nador","18","Fes","11","Rabat"
"3203","Indus","3","11","Rabat","16","Tanger","20","Marrakech"
"3204","Info","1","15","Nador","10","Nador","19","Tanger"
"3205","Electrique","1","9","Casablanca","15","Nador","16","Tanger"
"3206","Civil","3","11","Tetouan","9","Tanger","10","Nador"
"3207","Indus","2","10","Agadir","13","Marrakech","19","Rabat"
"3208","Info","1","14","Casablanca","11","Fes","10","Fes"
"3209","Civil","2","13","Casablanca","9","Oujda","12","Casablanca"
"3210","Electrique","1","13","Tanger","19","Rabat","10","Nador"
"3211","Indus","3","13","Agadir","11","Casablanca","18","Marrakech"
"3212","Indus","3","11","Tanger","16","Rabat","19","Oujda"
"3213","Indus","1","10","Agadir","9","Tetouan","10","Agadir"
"3214","Indus","1","16","Nador","9","Agadir","12","Casablanca"
"3215","Info","3","16","Tanger","16","Marrakech","10","Marrakech"
"3216","Info","2","11","Oujda","17","Fes","10","Tetouan"
"3217","Indus","2","11","Tanger","9","Agadir","9","Rabat"
"3218","Electrique","3","14","Nador","20","Oujda","17","Fes"
"3219","Finance","2","16","Casablanca","13","Casablanca","19","Oujda"
"3220","Civil","2","9","Agadir","13","Casablanca","18","Tetouan"
"3221","Electrique","3","15","Tetouan","15","Marrakech","16","Fes"
"3222","Civil","3","15","Tetouan","20","Oujda","18","Rabat"
"3223","Info","3","12","Tetouan","16","Marrakech","20","Tetouan"
"3224","Civil","1","12","Fes","18","Marrakech","17","Agadir"
"3225","Info","2","18","Oujda","18","Agadir","19","Oujda"
"3226","Finance","3","15","Fes","10","Agadir","9","Rabat"
"3227","Electrique","3","14","Rabat","16","Nador","18","Fes"
"3228","Civil","1","11","Marrakech","17","Agadir","15","Nador"
"3229","Electrique","2","16","Nador","15","Tanger","19","Tanger"
"3230","Info","1","18","Oujda","10","Fes","17","Oujda"
"3231","Indus","3","14","Rabat","19","Casablanca","9","Tanger"
"3232","Indus","1","13","Fes","16","Fes","9","Fes"
"3233","Indus","1","20","Agadir","20","Marrakech","20","Oujda"
"3234","Info","2","9","Nador","13","Tanger","9","Casablanca"
"3235","Electrique","1","10","Tanger","10","Fes","12","Rabat"
"3236","Electrique","2","19","Casablanca","17","Casablanca","11","Tanger"
"3237","Indus","2","12","Tanger","20","Oujda","9","Agadir"
"3238","Info","3","11","Casablanca","20","Rabat","16","Nador"
"3239","Civil","1","19","Rabat","14","Rabat","10","Tetouan"
"3240","Info","3","15","Rabat","19","Nador","11","Rabat"
"3241","Indus","1","16","Tanger","11","Rabat","14","Tanger"
"3242","Electrique","1","13","Nador","20","Nador","12","Tetouan"
"3243","Indus","3","20","Tanger","12","Casablanca","10","Tetouan"
"3244","Info","2","19","Agadir","19","Casablanca","14","Marrakech"
"3245","Info","3","18","Tanger","13","Fes","19","Rabat"
"3246","Info","2","10","Casablanca","20","Agadir","12","Fes"
"3247","Indus","1","16","Casablanca","19","Agadir","20","Tanger"
"3248","Civil","1","16","Casablanca","18","Nador","19","Tanger"
"3249","Finance","1","13","Casablanca","11","Fes","13","Tanger"
"3250","Indus","1","16","Agadir","16","Casablanca","17","Agadir"
"3251","Info","1","16","Tetouan","15","Tetouan","11","Nador"
"3252","Indus","1","20","Agadir","9","Fes","10","Fes"
"3253","Info","3","19","Tanger","18","Nador","17","Oujda"
"3254","Info","1","20","Nador","10","Casablanca","17","Marrakech"
"3255","Info","1","15","Marrakech","16","Marrakech","16","Casablanca"
"3256","Civil","2","17","Rabat","10","Marrakech","11","Casablanca"
"3257","Civil","2","12","Nador","20","Tanger","9","Tanger"
"3258","Electrique","2","10","Nador","9","Agadir","10","Marrakech"
"3259","Civil","2","17","Marrakech","12","Tanger","18","Oujda"
"3260","Finance","1","13","Rabat","19","Rabat","12","Tetouan"
"3261","Civil","2","9","Nador","16","Oujda","18","Nador"
"3262","Info","2","19","Rabat","19","Oujda","13","Nador"
"3263","Finance","2","11","Tanger","11","Tanger","12","Fes"
"3264","Civil","3","9","Nador","10","Fes","20","Agadir"
"3265","Indus","1","17","Agadir","18","Nador","10","Rabat"
"3266","Info","2","13","Rabat","18","Marrakech","19","Tanger"
"3267","Civil","3","15","Agadir","20","Marrakech","12","Tanger"
"3268","Electrique","1","16","Casablanca","12","Fes","20","Rabat"
"3269","Indus","1","16","Nador","16","Marrakech","11","Tetouan"
"3270","Info","3","12","Nador","14","Agadir","16","Tanger"
"3271","Indus","2","20","Agadir","18","Tetouan","15","Fes"
"3272","Indus","1","18","Agadir","10","Casablanca","16","Fes"
"3273","Civil","1","14","Tanger","10","Tetouan","15","Rabat"
"3274","Electrique","2","11","Agadir","20","Tetouan","11","Marrakech"
"3275","Electrique","2","12","Tanger","13","Agadir","9","Oujda"
"3276","Info","1","16","Fes","14","Tanger","9","Agadir"
"3277","Civil","1","12","Agadir","18","Agadir","9","Fes"
"3278","Info","2","11","Agadir","19","Agadir","11","Rabat"
"3279","Civil","2","11","Tanger","19","Agadir","13","Tanger"
"3280","Finance","1","15","Oujda","14","Marrakech","18","Marrakech"
"3281","Info","3","11","Tanger","14","Rabat","16","Nador"
"3282","Indus","2","19","Fes","15","Agadir","20","Fes"
"3283","Info","2","18","Casablanca","9","Tetouan","14","Nador"
"3284","Finance","1","18","Tetouan","18","Marrakech","19","Tetouan"
"3285","Info","1","15","Tanger","19","Casablanca","17","Agadir"
"3286","Finance","2","14","Tanger","13","Nador","18","Casablanca"
"3287","Finance","2","20","Tanger","19","Nador","18","Nador"
"3288","Civil","3","20","Tanger","13","Rabat","14","Agadir"
"3289","Electrique","1","9","Tanger","18","Casablanca","20","Marrakech"
"3290","Civil","3","19","Fes","12","Nador","11","Agadir"
"3291","Finance","2","14","Marrakech","15","Rabat","17","Agadir"
"3292","Info","2","11","Rabat","20","Nador","19","Rabat"
"3293","Finance","2","16","Oujda","12","Tetouan","10","Nador"
"3294","Electrique","2","11","Rabat","17","Tanger","20","Tanger"
"3295","Civil","3","11","Casablanca","19","Fes","17","Fes"
"3296","Electrique","2","11","Oujda","20","Fes","20","Marrakech"
"3297","Civil","3","19","Casablanca","19","Rabat","11","Oujda"
"3298","Civil","2","10","Agadir","20","Fes","18","Marrakech"
"3299","Indus","2","12","Marrakech","20","Fes","13","Rabat"
"3300","Finance","2","17","Fes","12","Oujda","20","Marrakech"
"3301","Info","3","10","Rabat","10","Tetouan","13","Tanger"
"3302","Electrique","1","11","Oujda","18","Tanger","16","Rabat"
"3303","Electrique","3","18","Rabat","9","Tetouan","18","Marrakech"
"3304","Indus","1","13","Fes","18","Rabat","15","Tanger"
"3305","Civil","3","17","Tanger","13","Nador","10","Agadir"
"3306","Civil","3","12","Marrakech","12","Tanger","17","Nador"
"3307","Indus","3","17","Rabat","12","Marrakech","16","Casablanca"
"3308","Finance","1","13","Tetouan","12","Tanger","14","Tanger"
"3309","Civil","1","18","Tanger","11","Tetouan","19","Marrakech"
"3310","Indus","3","18","Fes","12","Marrakech","11","Agadir"
"3311","Electrique","2","17","Nador","11","Fes","18","Tanger"
"3312","Info","2","19","Nador","10","Fes","15","Casablanca"
"3313","Electrique","1","16","Tetouan","16","Casablanca","9","Agadir"
"3314","Electrique","3","19","Tanger","9","Tanger","17","Marrakech"
"3315","Info","2","18","Oujda","15","Rabat","13","Rabat"
"3316","Civil","1","20","Fes","10","Marrakech","20","Agadir"
"3317","Indus","3","10","Fes","14","Fes","13","Oujda"
"3318","Finance","3","19","Marrakech","17","Tanger","9","Tanger"
"3319","Info","1","16","Rabat","10","Casablanca","11","Oujda"
"3320","Electrique","3","19","Fes","12","Rabat","16","Tanger"
"3321","Electrique","3","10","Rabat","10","Oujda","20","Casablanca"
"3322","Info","1","10","Marrakech","18","Agadir","15","Agadir"
"3323","Indus","3","15","Oujda","10","Fes","20","Agadir"
"3324","Civil","3","18","Tetouan","9","Fes","15","Nador"
"3325","Civil","2","20","Tetouan","9","Rabat","11","Nador"
"3326","Electrique","2","19","Fes","18","Rabat","14","Rabat"
"3327","Electrique","1","19","Casablanca","15","Casablanca","12","Casablanca"
"3328","Finance","1","15","Rabat","20","Nador","15","Fes"
"3329","Info","3","15","Marrakech","18","Fes","13","Casablanca"
"3330","Electrique","2","17","Marrakech","11","Tanger","12","Tanger"
"3331","Civil","2","14","Fes","10","Agadir","11","Marrakech"
"3332","Info","3","9","Tanger","11","Nador","11","Casablanca"
"3333","Civil","3","13","Marrakech","9","Nador","11","Marrakech"
"3334","Civil","3","11","Fes","16","Agadir","11","Nador"
"3335","Civil","1","18","Fes","13","Tanger","16","Tetouan"
"3336","Civil","2","18","Rabat","17","Marrakech","16","Agadir"
"3337","Info","1","20","Marrakech","19","Rabat","14","Marrakech"
"3338","Info","3","13","Fes","19","Agadir","17","Marrakech"
"3339","Civil","3","9","Agadir","10","Agadir","10","Rabat"
"3340","Finance","2","15","Tetouan","10","Oujda","13","Tanger"
"3341","Finance","3","17","Tanger","16","Rabat","17","Oujda"
"3342","Info","1","20","Tanger","11","Tanger","15","Tanger"
"3343","Info","1","12","Casablanca","10","Marrakech","12","Tanger"
"3344","Civil","1","16","Rabat","15","Tanger","11","Marrakech"
"3345","Finance","3","16","Rabat","19","Nador","16","Rabat"
"3346","Info","2","14","Fes","11","Tetouan","15","Casablanca"
"3347","Info","3","16","Marrakech","19","Fes","20","Casablanca"
"3348","Indus","3","18","Tanger","10","Casablanca","11","Tanger"
"3349","Info","3","19","Marrakech","19","Marrakech","9","Agadir"
"3350","Civil","3","18","Tetouan","16","Marrakech","19","Agadir"
"3351","Civil","3","10","Rabat","14","Tetouan","20","Marrakech"
"3352","Finance","3","10","Rabat","14","Casablanca","13","Fes"
"3353","Electrique","1","14","Rabat","17","Marrakech","19","Casablanca"
"3354","Info","2","10","Tetouan","10","Fes","11","Tanger"
"3355","Finance","2","16","Agadir","19","Fes","18","Agadir"
"3356","Civil","1","10","Agadir","10","Tanger","15","Fes"
"3357","Electrique","2","17","Marrakech","14","Casablanca","19","Rabat"
"3358","Civil","3","10","Oujda","17","Tetouan","13","Oujda"
"3359","Electrique","2","14","Tanger","18","Tetouan","20","Rabat"
"3360","Finance","3","20","Nador","10","Fes","18","Nador"
"3361","Info","1","14","Oujda","12","Fes","15","Tanger"
"3362","Indus","1","19","Marrakech","17","Oujda","10","Tanger"
"3363","Info","3","19","Casablanca","20","Tanger","11","Oujda"
"3364","Indus","1","19","Agadir","13","Agadir","9","Agadir"
"3365","Electrique","1","19","Nador","9","Fes","19","Marrakech"
"3366","Info","1","18","Nador","10","Oujda","17","Agadir"
"3367","Indus","1","11","Oujda","20","Rabat","15","Rabat"
"3368","Electrique","1","20","Tetouan","11","Tanger","15","Fes"
"3369","Civil","1","16","Fes","10","Casablanca","19","Tanger"
"3370","Finance","2","19","Tetouan","11","Tetouan","13","Rabat"
"3371","Info","1","20","Casablanca","20","Agadir","9","Tetouan"
"3372","Indus","3","10","Agadir","14","Casablanca","11","Agadir"
"3373","Civil","1","13","Marrakech","20","Rabat","14","Tanger"
"3374","Electrique","2","15","Rabat","12","Marrakech","13","Tanger"
"3375","Electrique","1","17","Oujda","12","Marrakech","13","Rabat"
"3376","Indus","3","11","Agadir","15","Fes","11","Tanger"
"3377","Electrique","2","17","Oujda","19","Tanger","15","Nador"
"3378","Civil","2","12","Oujda","17","Tetouan","19","Agadir"
"3379","Info","2","10","Marrakech","20","Casablanca","9","Oujda"
"3380","Indus","3","18","Oujda","15","Fes","13","Agadir"
"3381","Electrique","1","11","Casablanca","18","Casablanca","19","Nador"
"3382","Indus","1","11","Nador","14","Nador","14","Fes"
"3383","Electrique","1","16","Agadir","19","Rabat","19","Rabat"
"3384","Electrique","1","11","Rabat","19","Tetouan","19","Agadir"
"3385","Indus","3","20","Oujda","17","Marrakech","9","Agadir"
"3386","Civil","1","19","Agadir","19","Casablanca","12","Tetouan"
"3387","Civil","1","18","Oujda","20","Oujda","20","Agadir"
"3388","Civil","2","13","Nador","12","Nador","13","Tetouan"
"3389","Info","1","17","Tanger","16","Marrakech","20","Rabat"
"3390","Indus","2","9","Fes","19","Marrakech","10","Oujda"
"3391","Info","3","15","Tetouan","12","Tanger","10","Oujda"
"3392","Indus","3","12","Casablanca","13","Agadir","18","Tetouan"
"3393","Info","1","17","Tanger","13","Tetouan","11","Rabat"
"3394","Finance","3","19","Marrakech","20","Nador","13","Tetouan"
"3395","Electrique","2","18","Agadir","9","Tetouan","11","Marrakech"
"3396","Info","1","14","Tetouan","14","Tetouan","11","Casablanca"
"3397","Finance","1","15","Nador","9","Rabat","16","Agadir"
"3398","Electrique","1","19","Agadir","14","Fes","20","Marrakech"
"3399","Electrique","3","15","Oujda","19","Nador","17","Agadir"
"3400","Electrique","1","15","Rabat","11","Fes","20","Tanger"
"3401","Finance","3","17","Rabat","20","Casablanca","9","Oujda"
"3402","Finance","1","13","Fes","16","Fes","11","Fes"
"3403","Indus","2","15","Marrakech","11","Marrakech","16","Marrakech"
"3404","Info","3","12","Fes","14","Fes","12","Tetouan"
"3405","Info","1","10","Fes","20","Tanger","18","Oujda"
"3406","Civil","3","13","Oujda","11","Agadir","20","Fes"
"3407","Electrique","3","20","Tanger","14","Tanger","10","Marrakech"
"3408","Indus","2","15","Fes","12","Fes","17","Casablanca"
"3409","Finance","3","19","Tanger","9","Casablanca","20","Fes"
"3410","Info","2","20","Tanger","9","Tetouan","9","Marrakech"
"3411","Info","1","20","Oujda","12","Oujda","9","Marrakech"
"3412","Indus","2","20","Tetouan","13","Oujda","16","Casablanca"
"3413","Indus","1","20","Agadir","16","Casablanca","16","Marrakech"
"3414","Info","3","12","Fes","14","Tetouan","10","Rabat"
"3415","Indus","1","18","Oujda","17","Marrakech","15","Tanger"
"3416","Indus","3","12","Oujda","15","Marrakech","10","Rabat"
"3417","Electrique","3","14","Tetouan","11","Casablanca","18","Agadir"
"3418","Info","2","19","Marrakech","20","Fes","17","Rabat"
"3419","Info","2","11","Tanger","13","Casablanca","18","Fes"
"3420","Indus","3","11","Fes","12","Agadir","19","Marrakech"
"3421","Info","1","20","Agadir","15","Fes","17","Tetouan"
"3422","Info","3","11","Casablanca","11","Fes","10","Nador"
"3423","Indus","2","9","Tanger","13","Oujda","17","Fes"
"3424","Electrique","2","16","Tanger","10","Tanger","14","Fes"
"3425","Indus","3","19","Agadir","16","Marrakech","14","Oujda"
"3426","Electrique","3","15","Oujda","10","Nador","14","Nador"
"3427","Finance","1","12","Tanger","17","Nador","13","Nador"
"3428","Info","2","20","Marrakech","15","Agadir","16","Agadir"
"3429","Electrique","1","20","Marrakech","11","Nador","13","Rabat"
"3430","Info","1","9","Nador","11","Tetouan","18","Oujda"
"3431","Electrique","3","12","Fes","19","Tanger","11","Fes"
"3432","Civil","2","20","Nador","9","Agadir","20","Marrakech"
"3433","Civil","2","14","Marrakech","15","Agadir","11","Nador"
"3434","Electrique","2","9","Oujda","13","Tetouan","12","Rabat"
"3435","Finance","3","19","Agadir","11","Fes","12","Casablanca"
"3436","Info","1","20","Rabat","9","Casablanca","16","Nador"
"3437","Indus","3","15","Oujda","14","Fes","9","Tetouan"
"3438","Finance","1","20","Marrakech","14","Tetouan","10","Agadir"
"3439","Info","1","15","Tanger","15","Tanger","11","Oujda"
"3440","Electrique","2","16","Nador","10","Tetouan","10","Rabat"
"3441","Civil","2","11","Marrakech","17","Tanger","16","Rabat"
"3442","Finance","1","12","Casablanca","13","Tanger","19","Agadir"
"3443","Info","3","15","Casablanca","19","Nador","9","Marrakech"
"3444","Info","2","10","Agadir","11","Fes","12","Marrakech"
"3445","Indus","3","11","Agadir","12","Fes","20","Nador"
"3446","Indus","1","10","Nador","17","Casablanca","20","Marrakech"
